id,source,target,relation,confidence,region,notes,source_name,source_url,source_date,evidence_note,evidence_status,telemetry_edge,verified_edge,provenance_id,provenance_parent,citation_required,last_validated_date,verification_level,verification_status
e810,china_changan_automobile__adas__mobileye,china_changan_automobile__os,INTEGRATES WITH,soft,china,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_b09a8ac041,,1,,1,ASSUMED
e811,china_changan_automobile__adas__mobileye,china_changan_automobile__tcu,EXPOSES DATA,soft,china,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,1,0,e_4bb0b57784,,1,,1,ASSUMED
e812,china_changan_automobile__adas__nvidia_drive,china_changan_automobile__os,INTEGRATES WITH,soft,china,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_3aa113fe71,,1,,1,ASSUMED
e813,china_changan_automobile__adas__nvidia_drive,china_changan_automobile__tcu,EXPOSES DATA,soft,china,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,1,0,e_b7495c1328,,1,,1,ASSUMED
e814,china_changan_automobile__adas__qualcomm_snapdragon_ride,china_changan_automobile__os,INTEGRATES WITH,soft,china,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_5da74d40aa,,1,,1,ASSUMED
e815,china_changan_automobile__adas__qualcomm_snapdragon_ride,china_changan_automobile__tcu,EXPOSES DATA,soft,china,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,1,0,e_cf2d414dc0,,1,,1,ASSUMED
e816,china_changan_automobile__adas__bosch_adas,china_changan_automobile__os,INTEGRATES WITH,soft,china,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_2b34685654,,1,,1,ASSUMED
e817,china_changan_automobile__adas__bosch_adas,china_changan_automobile__tcu,EXPOSES DATA,soft,china,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,1,0,e_9d592ed707,,1,,1,ASSUMED
e818,china_changan_automobile__adas__continental_adas,china_changan_automobile__os,INTEGRATES WITH,soft,china,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_939f41854a,,1,,1,ASSUMED
e819,china_changan_automobile__adas__continental_adas,china_changan_automobile__tcu,EXPOSES DATA,soft,china,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,1,0,e_1f52c5d4c1,,1,,1,ASSUMED
e820,china_changan_automobile__adas__aptiv_adas,china_changan_automobile__os,INTEGRATES WITH,soft,china,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_c50b8dc41e,,1,,1,ASSUMED
e821,china_changan_automobile__adas__aptiv_adas,china_changan_automobile__tcu,EXPOSES DATA,soft,china,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,1,0,e_7988bcb7af,,1,,1,ASSUMED
e822,china_changan_automobile__api,china_changan_automobile__map__baidu_maps_cn,CONSUMES API,soft,china,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_c28491adb0,,1,,1,ASSUMED
e823,china_changan_automobile__api,china_changan_automobile__map__autonavi_amap_cn,CONSUMES API,soft,china,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_b2f78f599e,,1,,1,ASSUMED
e824,china_changan_automobile__api,china_changan_automobile__map__here_technologies,CONSUMES API,soft,china,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_8950ad3e6a,,1,,1,ASSUMED
e825,china_changan_automobile__dealer_vendor__yonyou_dealer_ops,china_changan_automobile__dms,SUPPLIES,soft,china,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_8e9a027db8,,1,,1,ASSUMED
e826,china_changan_automobile__dealer_vendor__neusoft_dealer_tech,china_changan_automobile__dms,SUPPLIES,soft,china,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_67e27ca2f5,,1,,1,ASSUMED
e827,china_changan_automobile__api,china_changan_automobile__fleet__didi_fleet,INTEGRATES WITH,soft,china,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_0c620d40ea,,1,,1,ASSUMED
e828,china_changan_automobile__lake,china_changan_automobile__fleet__didi_fleet,EXPOSES DATA,soft,china,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,1,0,e_559599bac3,,1,,1,ASSUMED
e829,china_changan_automobile__api,china_changan_automobile__fleet__meituan_logistics,INTEGRATES WITH,soft,china,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_189826936d,,1,,1,ASSUMED
e830,china_changan_automobile__lake,china_changan_automobile__fleet__meituan_logistics,EXPOSES DATA,soft,china,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,1,0,e_7baaeb9503,,1,,1,ASSUMED
e831,china_changan_automobile__api,china_changan_automobile__fleet__huawei_fleet_iot,INTEGRATES WITH,soft,china,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_0d5e365fda,,1,,1,ASSUMED
e832,china_changan_automobile__lake,china_changan_automobile__fleet__huawei_fleet_iot,EXPOSES DATA,soft,china,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,1,0,e_36981ae99c,,1,,1,ASSUMED
e833,china_great_wall_motor__holdco,china_great_wall_motor__os,CONTROLS,medium,china,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_26cebb840d,,1,,1,ASSUMED
e834,china_great_wall_motor__os,china_great_wall_motor__ota,PROCESSES,medium,china,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_c4ef48ce18,,1,,1,ASSUMED
e835,china_great_wall_motor__ota,china_great_wall_motor__tcu,EXPOSES DATA,soft,china,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,1,0,e_7cca5f0b78,,1,,1,ASSUMED
e836,china_great_wall_motor__tcu,china_great_wall_motor__carrier,ROUTES DATA,medium,china,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,1,0,e_3c57e2af9e,,1,,1,ASSUMED
e837,china_great_wall_motor__carrier,china_great_wall_motor__cloud,ROUTES DATA,soft,china,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,1,0,e_93c1595405,,1,,1,ASSUMED
e838,china_great_wall_motor__cloud,china_great_wall_motor__stream,INGESTS,medium,china,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,1,0,e_9b0d26dea8,,1,,1,ASSUMED
e839,china_great_wall_motor__stream,china_great_wall_motor__lake,STORES,medium,china,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,1,0,e_37c7e89328,,1,,1,ASSUMED
e840,china_great_wall_motor__lake,china_great_wall_motor__ai,FEEDS,medium,china,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_49ca78b8c5,,1,,1,ASSUMED
e841,china_great_wall_motor__lake,china_great_wall_motor__api,EXPOSES DATA,medium,china,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,1,0,e_ae5a6d4f6d,,1,,1,ASSUMED
e842,china_great_wall_motor__gov,china_great_wall_motor__cloud,REGULATORY COMPLIANCE,hard,china,Policy/Regulatory,,2/03/2026,Regulatory obligation; verify local implementation specifics,,ASSUMED,1,0,e_d2b2953b91,,1,,1,ASSUMED
e843,china_great_wall_motor__reg,china_great_wall_motor__ota,MANDATORY REPORTING,hard,china,Policy/Regulatory,,2/03/2026,Regulatory obligation; verify local implementation specifics,,ASSUMED,1,0,e_2b5d30fcb3,,1,,1,ASSUMED
e844,china_great_wall_motor__api,china_great_wall_motor__dms,INTEGRATES WITH,soft,china,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_b7dbc9e664,,1,,1,ASSUMED
e845,china_great_wall_motor__tcu,china_great_wall_motor__gateway,ROUTES DATA,hard,china,Policy/Regulatory,,2/03/2026,Regulatory obligation; verify local implementation specifics,,ASSUMED,1,0,e_2a7d8b582a,,1,,1,ASSUMED
e846,china_great_wall_motor__gateway,china_great_wall_motor__carrier,ROUTES DATA,hard,china,Policy/Regulatory,,2/03/2026,Regulatory obligation; verify local implementation specifics,,ASSUMED,1,0,e_11d7e7fa3d,,1,,1,ASSUMED
e847,china_great_wall_motor__gov,china_great_wall_motor__lake,DATA LOCALIZATION REQUIRED,hard,china,Policy/Regulatory,NPC (PIPL),https://en.npc.gov.cn.cdurl.cn/2021-12/29/c_694559.htm,2/03/2026,PIPL includes domestic storage obligations in certain cases; validate per scope.,VERIFIED,1,1,e_9e750ce413,,0,2/03/2026,4,VERIFIED
e848,china_great_wall_motor__tier1__bosch,china_great_wall_motor__tcu,SUPPLIES,soft,china,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_bff99a9d61,,1,,1,ASSUMED
e849,china_great_wall_motor__tier1__continental,china_great_wall_motor__tcu,SUPPLIES,soft,china,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_6b324db54a,,1,,1,ASSUMED
e850,china_great_wall_motor__tier1__zf,china_great_wall_motor__tcu,SUPPLIES,soft,china,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_03009595f4,,1,,1,ASSUMED
e851,china_great_wall_motor__tier1__valeo,china_great_wall_motor__tcu,SUPPLIES,soft,china,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_6eb9000be4,,1,,1,ASSUMED
e852,china_great_wall_motor__tier1__forvia,china_great_wall_motor__tcu,SUPPLIES,soft,china,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_1b861b698a,,1,,1,ASSUMED
e853,china_great_wall_motor__tier1__aptiv,china_great_wall_motor__tcu,SUPPLIES,soft,china,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_b59015da59,,1,,1,ASSUMED
e854,china_great_wall_motor__tier1__magna_international,china_great_wall_motor__tcu,SUPPLIES,soft,china,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_a45b407ca0,,1,,1,ASSUMED
e855,china_great_wall_motor__tier1__lear_corporation,china_great_wall_motor__tcu,SUPPLIES,soft,china,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_ae207214c8,,1,,1,ASSUMED
e856,china_great_wall_motor__tier1__denso,china_great_wall_motor__tcu,SUPPLIES,soft,china,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_2aa83a9160,,1,,1,ASSUMED
e857,china_great_wall_motor__tier1__aisin,china_great_wall_motor__tcu,SUPPLIES,soft,china,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_c4321b39d6,,1,,1,ASSUMED
e858,china_great_wall_motor__battery__catl,china_great_wall_motor__holdco,SUPPLIES,soft,china,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_65f4f875e9,,1,,1,ASSUMED
e859,china_great_wall_motor__battery__byd_battery,china_great_wall_motor__holdco,SUPPLIES,soft,china,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_ebbb5b894c,,1,,1,ASSUMED
e860,china_great_wall_motor__battery__lg_energy_solution,china_great_wall_motor__holdco,SUPPLIES,soft,china,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_b0ec81b98b,,1,,1,ASSUMED
e861,china_great_wall_motor__battery__sk_on,china_great_wall_motor__holdco,SUPPLIES,soft,china,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_180f7ab6e9,,1,,1,ASSUMED
e862,china_great_wall_motor__battery__samsung_sdi,china_great_wall_motor__holdco,SUPPLIES,soft,china,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_2b7a0f6fbe,,1,,1,ASSUMED
e863,china_great_wall_motor__battery__panasonic_energy,china_great_wall_motor__holdco,SUPPLIES,soft,china,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_35cdaf840b,,1,,1,ASSUMED
e864,china_great_wall_motor__chip__nvidia,china_great_wall_motor__os,SUPPLIES,soft,china,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_14be22d386,,1,,1,ASSUMED
e865,china_great_wall_motor__chip__qualcomm,china_great_wall_motor__os,SUPPLIES,soft,china,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_63cd08e55f,,1,,1,ASSUMED
e866,china_great_wall_motor__chip__nxp,china_great_wall_motor__os,SUPPLIES,soft,china,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_73da955010,,1,,1,ASSUMED
e867,china_great_wall_motor__chip__renesas,china_great_wall_motor__os,SUPPLIES,soft,china,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_d216a32357,,1,,1,ASSUMED
e868,china_great_wall_motor__chip__infineon,china_great_wall_motor__os,SUPPLIES,soft,china,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_a2e50a2fd7,,1,,1,ASSUMED
e869,china_great_wall_motor__chip__stmicroelectronics,china_great_wall_motor__os,SUPPLIES,soft,china,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_d692c41363,,1,,1,ASSUMED
e870,china_great_wall_motor__chip__texas_instruments,china_great_wall_motor__os,SUPPLIES,soft,china,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_75fe06ffb4,,1,,1,ASSUMED
e871,china_great_wall_motor__chip__intel,china_great_wall_motor__os,SUPPLIES,soft,china,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_b4b3d745b1,,1,,1,ASSUMED
e872,china_great_wall_motor__chip__mobileye,china_great_wall_motor__os,SUPPLIES,soft,china,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_114446b3b2,,1,,1,ASSUMED
e873,china_great_wall_motor__chip__amd,china_great_wall_motor__os,SUPPLIES,soft,china,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_248b0c5659,,1,,1,ASSUMED
e874,china_great_wall_motor__telco__china_mobile,china_great_wall_motor__carrier,PARTNERS,soft,china,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_30d6a4dad6,,1,,1,ASSUMED
e875,china_great_wall_motor__telco__china_unicom,china_great_wall_motor__carrier,PARTNERS,soft,china,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_4274808de7,,1,,1,ASSUMED
e876,china_great_wall_motor__telco__china_telecom,china_great_wall_motor__carrier,PARTNERS,soft,china,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_af5ea05e31,,1,,1,ASSUMED
e877,china_great_wall_motor__cloudvendor__alibaba_cloud,china_great_wall_motor__cloud,HOSTS,soft,china,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_7f347a5caa,,1,,1,ASSUMED
e878,china_great_wall_motor__cloudvendor__tencent_cloud,china_great_wall_motor__cloud,HOSTS,soft,china,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_a1c4ae4c2d,,1,,1,ASSUMED
e879,china_great_wall_motor__cloudvendor__huawei_cloud,china_great_wall_motor__cloud,HOSTS,soft,china,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_e4d2fa090e,,1,,1,ASSUMED
e880,china_great_wall_motor__api,china_great_wall_motor__ins__ping_an,POTENTIAL TELEMATICS PARTNER,soft,china,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_e3a2873029,,1,,1,ASSUMED
e881,china_great_wall_motor__api,china_great_wall_motor__ins__zhongan,POTENTIAL TELEMATICS PARTNER,soft,china,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_ad0d30c712,,1,,1,ASSUMED
e882,china_great_wall_motor__api,china_great_wall_motor__chg__state_grid_ev,INTEGRATES WITH,soft,china,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_d270360acf,,1,,1,ASSUMED
e883,china_great_wall_motor__api,china_great_wall_motor__chg__teld,INTEGRATES WITH,soft,china,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_600fce08ac,,1,,1,ASSUMED
e884,china_great_wall_motor__api,china_great_wall_motor__chg__starcharge,INTEGRATES WITH,soft,china,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_44418ac61a,,1,,1,ASSUMED
e885,china_great_wall_motor__adas__mobileye,china_great_wall_motor__os,INTEGRATES WITH,soft,china,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_3270a2ea6a,,1,,1,ASSUMED
e886,china_great_wall_motor__adas__mobileye,china_great_wall_motor__tcu,EXPOSES DATA,soft,china,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,1,0,e_2d580ce497,,1,,1,ASSUMED
e887,china_great_wall_motor__adas__nvidia_drive,china_great_wall_motor__os,INTEGRATES WITH,soft,china,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_a4b2ca3992,,1,,1,ASSUMED
e888,china_great_wall_motor__adas__nvidia_drive,china_great_wall_motor__tcu,EXPOSES DATA,soft,china,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,1,0,e_85c32b7769,,1,,1,ASSUMED
e889,china_great_wall_motor__adas__qualcomm_snapdragon_ride,china_great_wall_motor__os,INTEGRATES WITH,soft,china,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_883458e680,,1,,1,ASSUMED
e890,china_great_wall_motor__adas__qualcomm_snapdragon_ride,china_great_wall_motor__tcu,EXPOSES DATA,soft,china,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,1,0,e_6be1d1d96e,,1,,1,ASSUMED
e891,china_great_wall_motor__adas__bosch_adas,china_great_wall_motor__os,INTEGRATES WITH,soft,china,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_01f10efc56,,1,,1,ASSUMED
e892,china_great_wall_motor__adas__bosch_adas,china_great_wall_motor__tcu,EXPOSES DATA,soft,china,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,1,0,e_5755eafb19,,1,,1,ASSUMED
e893,china_great_wall_motor__adas__continental_adas,china_great_wall_motor__os,INTEGRATES WITH,soft,china,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_fdf3bc429f,,1,,1,ASSUMED
e894,china_great_wall_motor__adas__continental_adas,china_great_wall_motor__tcu,EXPOSES DATA,soft,china,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,1,0,e_2068babcca,,1,,1,ASSUMED
e895,china_great_wall_motor__adas__aptiv_adas,china_great_wall_motor__os,INTEGRATES WITH,soft,china,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_3fd328dfe2,,1,,1,ASSUMED
e896,china_great_wall_motor__adas__aptiv_adas,china_great_wall_motor__tcu,EXPOSES DATA,soft,china,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,1,0,e_6475cf4f24,,1,,1,ASSUMED
e897,china_great_wall_motor__api,china_great_wall_motor__map__baidu_maps_cn,CONSUMES API,soft,china,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_f89a14a770,,1,,1,ASSUMED
e898,china_great_wall_motor__api,china_great_wall_motor__map__autonavi_amap_cn,CONSUMES API,soft,china,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_52965e3489,,1,,1,ASSUMED
e899,china_great_wall_motor__api,china_great_wall_motor__map__here_technologies,CONSUMES API,soft,china,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_d38309e6db,,1,,1,ASSUMED
e900,china_great_wall_motor__dealer_vendor__yonyou_dealer_ops,china_great_wall_motor__dms,SUPPLIES,soft,china,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_1bf8f57348,,1,,1,ASSUMED
e901,china_great_wall_motor__dealer_vendor__neusoft_dealer_tech,china_great_wall_motor__dms,SUPPLIES,soft,china,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_9f5f4089fa,,1,,1,ASSUMED
e902,china_great_wall_motor__api,china_great_wall_motor__fleet__didi_fleet,INTEGRATES WITH,soft,china,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_b4aacec5ff,,1,,1,ASSUMED
e903,china_great_wall_motor__lake,china_great_wall_motor__fleet__didi_fleet,EXPOSES DATA,soft,china,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,1,0,e_a8e37d4de4,,1,,1,ASSUMED
e904,china_great_wall_motor__api,china_great_wall_motor__fleet__meituan_logistics,INTEGRATES WITH,soft,china,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_cead97881b,,1,,1,ASSUMED
e905,china_great_wall_motor__lake,china_great_wall_motor__fleet__meituan_logistics,EXPOSES DATA,soft,china,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,1,0,e_2cdcec17b8,,1,,1,ASSUMED
e906,china_great_wall_motor__api,china_great_wall_motor__fleet__huawei_fleet_iot,INTEGRATES WITH,soft,china,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_402c164a80,,1,,1,ASSUMED
e907,china_great_wall_motor__lake,china_great_wall_motor__fleet__huawei_fleet_iot,EXPOSES DATA,soft,china,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,1,0,e_cce7f2bae2,,1,,1,ASSUMED
e908,china_nio__holdco,china_nio__os,CONTROLS,medium,china,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_be612cc5be,,1,,1,ASSUMED
e909,china_nio__os,china_nio__ota,PROCESSES,medium,china,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_0cf65bbe4f,,1,,1,ASSUMED
e910,china_nio__ota,china_nio__tcu,EXPOSES DATA,soft,china,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,1,0,e_3a403fa4dc,,1,,1,ASSUMED
e911,china_nio__tcu,china_nio__carrier,ROUTES DATA,medium,china,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,1,0,e_3858ccb3ff,,1,,1,ASSUMED
e912,china_nio__carrier,china_nio__cloud,ROUTES DATA,soft,china,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,1,0,e_41898006f5,,1,,1,ASSUMED
e913,china_nio__cloud,china_nio__stream,INGESTS,medium,china,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,1,0,e_bbbaaa5ed5,,1,,1,ASSUMED
e914,china_nio__stream,china_nio__lake,STORES,medium,china,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,1,0,e_2b796d2c9d,,1,,1,ASSUMED
e915,china_nio__lake,china_nio__ai,FEEDS,medium,china,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_64b73c0853,,1,,1,ASSUMED
e916,china_nio__lake,china_nio__api,EXPOSES DATA,medium,china,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,1,0,e_bf62dc2a46,,1,,1,ASSUMED
e917,china_nio__gov,china_nio__cloud,REGULATORY COMPLIANCE,hard,china,Policy/Regulatory,,2/03/2026,Regulatory obligation; verify local implementation specifics,,ASSUMED,1,0,e_77318e266a,,1,,1,ASSUMED
e918,china_nio__reg,china_nio__ota,MANDATORY REPORTING,hard,china,Policy/Regulatory,,2/03/2026,Regulatory obligation; verify local implementation specifics,,ASSUMED,1,0,e_f52305c737,,1,,1,ASSUMED
e919,china_nio__api,china_nio__dms,INTEGRATES WITH,soft,china,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_95f1bc32df,,1,,1,ASSUMED
e920,china_nio__tcu,china_nio__gateway,ROUTES DATA,hard,china,Policy/Regulatory,,2/03/2026,Regulatory obligation; verify local implementation specifics,,ASSUMED,1,0,e_eaa4555a89,,1,,1,ASSUMED
e921,china_nio__gateway,china_nio__carrier,ROUTES DATA,hard,china,Policy/Regulatory,,2/03/2026,Regulatory obligation; verify local implementation specifics,,ASSUMED,1,0,e_31006bb1fe,,1,,1,ASSUMED
e922,china_nio__gov,china_nio__lake,DATA LOCALIZATION REQUIRED,hard,china,Policy/Regulatory,NPC (PIPL),https://en.npc.gov.cn.cdurl.cn/2021-12/29/c_694559.htm,2/03/2026,PIPL includes domestic storage obligations in certain cases; validate per scope.,VERIFIED,1,1,e_fb7911719f,,0,2/03/2026,4,VERIFIED
e923,china_nio__tier1__bosch,china_nio__tcu,SUPPLIES,soft,china,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_2563aee01a,,1,,1,ASSUMED
e924,china_nio__tier1__continental,china_nio__tcu,SUPPLIES,soft,china,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_cd7bb258cf,,1,,1,ASSUMED
